,SAMPN,hhincome,AutoxAdults,HHSIZ,Weight2,PERNO
326,4029081,"5 More than $100,000",Autos = Adults (18 yrs or older),3,108.98584,21
327,4029086,"5 More than $100,000",Autos = Adults (18 yrs or older),1,26.144804999999998,8
328,4029098,"4 $60,000 -  $99,999",Autos < Adults (18 yrs or older),3,112.048685,24
329,4029176,"5 More than $100,000",Autos = Adults (18 yrs or older),2,20.58318,36
330,4029180,"2 $20,000 - $34,999",Autos < Adults (18 yrs or older),2,586.052855,6
331,4029207,"5 More than $100,000",Autos > Adults (18 yrs or older),2,46.264495000000004,16
332,4029209,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,186.09835,2
333,4029275,na,Autos < Adults (18 yrs or older),5,710.65732,24
334,4029393,na,Autos = Adults (18 yrs or older),2,150.148425,22
335,4029423,"5 More than $100,000",Autos = Adults (18 yrs or older),2,119.58606,4
336,4029453,"4 $60,000 -  $99,999",Autos < Adults (18 yrs or older),3,344.59926,9
337,4029461,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),1,56.63644,7
338,4029525,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,93.049175,10
339,4029538,"5 More than $100,000",Autos < Adults (18 yrs or older),3,306.39553,7
340,4029548,"5 More than $100,000",Autos = Adults (18 yrs or older),3,164.66001,20
341,4029579,"5 More than $100,000",Autos = Adults (18 yrs or older),3,164.66001,32
342,4029682,"5 More than $100,000",Autos = Adults (18 yrs or older),4,91.40963,23
343,4029716,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,149.19651000000002,3
344,4029730,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),2,54.313005000000004,24
345,4029855,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),3,182.45694,26
346,4029914,na,Autos > Adults (18 yrs or older),2,185.06073,4
347,4029943,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,134.10843,8
348,4029976,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),1,34.28248,9
349,4029979,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,66.743625,15
350,4030019,na,Autos = Adults (18 yrs or older),2,59.434075,9
351,4030104,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),4,591.44054,6
352,4030111,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),5,538.678325,55
353,4030138,"2 $20,000 - $34,999",Autos < Adults (18 yrs or older),2,197.056795,12
354,4030178,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),5,682.09297,13
355,4030183,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),1,93.00169,7
356,4030208,"1 Less than $20,000",Autos = Adults (18 yrs or older),1,402.96429,2
357,4030217,"5 More than $100,000",Autos = Adults (18 yrs or older),5,391.59857,38
358,4030245,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),3,191.372885,22
359,4030267,"4 $60,000 -  $99,999",Autos < Adults (18 yrs or older),4,470.35485,6
360,4030306,na,Autos = Adults (18 yrs or older),2,1049.40379,14
361,4030412,"4 $60,000 -  $99,999",Autos < Adults (18 yrs or older),2,149.74752,3
362,4030416,"4 $60,000 -  $99,999",Autos < Adults (18 yrs or older),2,50.277120000000004,11
363,4030472,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),4,497.38392000000005,15
364,4030487,"3 $35,000 - $59,999",Autos > Adults (18 yrs or older),1,98.00358,3
365,4030501,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),2,50.600065,20
366,4030574,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),1,44.031459999999996,3
367,4030592,"5 More than $100,000",Autos = Adults (18 yrs or older),5,75.43271999999999,28
368,4030618,"5 More than $100,000",Autos = Adults (18 yrs or older),2,71.144475,10
369,4030633,na,Autos < Adults (18 yrs or older),2,55.93713,9
370,4030652,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),4,283.38971000000004,47
371,4030653,"5 More than $100,000",0,1,46.11195,4
372,4030661,"5 More than $100,000",Autos > Adults (18 yrs or older),4,133.932275,40
373,4030688,"2 $20,000 - $34,999",Autos = Adults (18 yrs or older),1,217.80048,4
374,4030704,"5 More than $100,000",Autos = Adults (18 yrs or older),3,128.68157,7
375,4030713,na,Autos < Adults (18 yrs or older),2,0.008315000000000001,32
376,4030723,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),1,297.38672,6
377,4030724,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,64.055125,4
378,4030798,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),2,202.00007,6
379,4030866,"5 More than $100,000",Autos = Adults (18 yrs or older),3,164.66001,37
380,4030898,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,186.09835,2
381,4030979,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,742.551245,18
382,4030993,"4 $60,000 -  $99,999",Autos < Adults (18 yrs or older),3,161.19513,8
383,4031014,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,106.04711,10
384,4031126,"4 $60,000 -  $99,999",0,1,88.06291999999999,1
385,4031178,"5 More than $100,000",Autos = Adults (18 yrs or older),2,39.8363,6
386,4031189,na,Autos = Adults (18 yrs or older),3,64.340785,17
387,4031248,"3 $35,000 - $59,999",0,1,74.59825500000001,10
388,4031315,"5 More than $100,000",Autos = Adults (18 yrs or older),3,64.340785,28
389,4031364,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,1032.53771,2
390,4031381,"5 More than $100,000",Autos = Adults (18 yrs or older),4,346.34159,14
391,4031408,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),4,308.3207,10
392,4031475,"1 Less than $20,000",Autos = Adults (18 yrs or older),1,213.398375,17
393,4031476,"3 $35,000 - $59,999",Autos > Adults (18 yrs or older),4,332.705365,41
394,4031479,"2 $20,000 - $34,999",Autos = Adults (18 yrs or older),1,148.89439,7
395,4031484,na,Autos = Adults (18 yrs or older),2,169.3267,11
396,4031506,"5 More than $100,000",Autos < Adults (18 yrs or older),2,28.00882,12
397,4031525,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,503.83353,8
398,4031586,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),1,59.973175,6
399,4031594,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),2,67.97563000000001,9
400,4031709,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,134.3747,10
401,4031730,"5 More than $100,000",Autos < Adults (18 yrs or older),5,243.529725,13
402,4031738,"5 More than $100,000",Autos > Adults (18 yrs or older),2,19.40219,28
403,4031772,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),3,348.37407,4
404,4031794,"3 $35,000 - $59,999",Autos < Adults (18 yrs or older),2,72.992775,4
405,4031814,"5 More than $100,000",Autos = Adults (18 yrs or older),3,121.27486,19
406,4031825,"5 More than $100,000",Autos = Adults (18 yrs or older),3,108.98584,45
407,4031832,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,63.465830000000004,15
408,4031838,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),1,102.792175,5
409,4031871,"3 $35,000 - $59,999",Autos < Adults (18 yrs or older),2,396.655955,22
410,4031880,"1 Less than $20,000",Autos = Adults (18 yrs or older),2,3667.6188,4
411,4031900,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,41.870509999999996,11
412,4031945,"5 More than $100,000",Autos < Adults (18 yrs or older),4,168.585065,42
413,4032066,na,Autos = Adults (18 yrs or older),1,253.93452000000002,7
414,4032074,"4 $60,000 -  $99,999",Autos < Adults (18 yrs or older),2,48.521855,13
415,4032221,"5 More than $100,000",Autos > Adults (18 yrs or older),4,285.85571,15
416,4032242,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,140.105515,9
417,4032316,"5 More than $100,000",Autos = Adults (18 yrs or older),4,164.37088,36
418,4032319,"2 $20,000 - $34,999",Autos = Adults (18 yrs or older),1,153.061465,8
419,4032344,"3 $35,000 - $59,999",Autos < Adults (18 yrs or older),2,87.55525,7
420,4032512,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,67.97563000000001,2
421,4032523,"5 More than $100,000",Autos < Adults (18 yrs or older),2,55.93713,22
422,4032552,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),3,364.91388,19
423,4032569,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),4,311.23798,14
424,4032570,"5 More than $100,000",Autos = Adults (18 yrs or older),4,88.62422,8
425,4032617,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),3,208.17571999999998,14
426,4032622,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),2,95.70792,10
427,4032628,"5 More than $100,000",Autos = Adults (18 yrs or older),3,164.66001,19
428,4032655,"5 More than $100,000",Autos > Adults (18 yrs or older),2,64.94844,5
429,4032719,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),1,205.58435,2
430,4032752,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),2,180.8132,6
431,4032779,na,Autos = Adults (18 yrs or older),1,339.87347,9
432,4032808,"5 More than $100,000",Autos = Adults (18 yrs or older),4,67.175275,22
433,4032810,"5 More than $100,000",Autos > Adults (18 yrs or older),5,204.037405,54
434,4032864,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),1,44.031459999999996,16
435,4032899,"5 More than $100,000",Autos < Adults (18 yrs or older),5,487.05945,9
436,4032917,"3 $35,000 - $59,999",Autos < Adults (18 yrs or older),2,144.0979,8
437,4033056,"5 More than $100,000",Autos = Adults (18 yrs or older),4,182.81926,17
438,4033127,"5 More than $100,000",Autos = Adults (18 yrs or older),4,393.14545,16
439,4033147,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),2,110.45579,2
440,4033179,"5 More than $100,000",Autos = Adults (18 yrs or older),2,1047.72891,4
441,4033255,"5 More than $100,000",Autos = Adults (18 yrs or older),4,88.5222,19
442,4033281,na,Autos = Adults (18 yrs or older),2,52.42187,19
443,4033335,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,732.5992650000001,8
444,4033339,"5 More than $100,000",Autos = Adults (18 yrs or older),2,523.864455,22
445,4033363,"3 $35,000 - $59,999",Autos > Adults (18 yrs or older),2,160.09942,9
446,4033367,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,51.66043,7
447,4033382,"4 $60,000 -  $99,999",0,1,44.190465,8
448,4033396,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),5,918.8381949999999,69
449,4033401,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),1,88.06291999999999,2
450,4033416,"1 Less than $20,000",0,1,109.81931499999999,5
451,4033435,na,Autos = Adults (18 yrs or older),1,139.98264,10
452,4033506,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),4,438.52274000000006,20
453,4033526,"2 $20,000 - $34,999",Autos < Adults (18 yrs or older),2,112.69707,5
454,4033547,"5 More than $100,000",Autos = Adults (18 yrs or older),2,87.0972,14
455,4033623,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),3,141.63888,26
456,4033702,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),2,47.170685,6
457,4033788,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),5,146.57631,47
458,4033836,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,33.880395,6
459,4033874,"5 More than $100,000",Autos = Adults (18 yrs or older),3,84.10175500000001,25
460,4033880,"5 More than $100,000",Autos = Adults (18 yrs or older),3,225.88823,13
461,4033884,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),3,208.17571999999998,7
462,4033966,"5 More than $100,000",Autos < Adults (18 yrs or older),4,134.35055,11
463,4033969,"1 Less than $20,000",Autos < Adults (18 yrs or older),3,684.47847,12
464,4033991,"5 More than $100,000",Autos = Adults (18 yrs or older),2,140.9843,4
465,4033995,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,67.054215,4
466,4034079,"5 More than $100,000",Autos > Adults (18 yrs or older),4,223.09166000000002,46
467,4034139,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),1,969.56295,4
468,4034145,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,76.46882,9
469,4034168,"1 Less than $20,000",Autos = Adults (18 yrs or older),1,306.12293,3
470,4034193,"2 $20,000 - $34,999",Autos = Adults (18 yrs or older),2,88.553735,12
471,4034197,"3 $35,000 - $59,999",Autos > Adults (18 yrs or older),2,169.3267,10
472,4034248,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),4,292.47814,4
473,4034463,"4 $60,000 -  $99,999",Autos < Adults (18 yrs or older),2,46.23124,18
474,4034535,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),3,216.649,37
475,4034537,"5 More than $100,000",Autos = Adults (18 yrs or older),2,46.264495000000004,18
476,4034583,na,Autos = Adults (18 yrs or older),1,145.458475,3
477,4034713,"1 Less than $20,000",Autos < Adults (18 yrs or older),2,163.5345,12
478,4034717,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),4,295.72027,36
479,4034725,na,Autos = Adults (18 yrs or older),2,68.13831,9
480,4034768,"2 $20,000 - $34,999",0,2,105.599905,22
481,4034786,na,Autos = Adults (18 yrs or older),2,212.09422,10
482,4034794,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),1,68.56496,2
483,4034803,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,70.31536,13
484,4034826,"5 More than $100,000",Autos = Adults (18 yrs or older),2,79.01465,2
485,4034831,"5 More than $100,000",Autos = Adults (18 yrs or older),2,32.47422,25
486,4034846,"3 $35,000 - $59,999",Autos > Adults (18 yrs or older),1,98.498835,13
487,4034904,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,41.870509999999996,12
488,4034928,"5 More than $100,000",Autos = Adults (18 yrs or older),6,242.5434,33
489,4034929,"5 More than $100,000",Autos = Adults (18 yrs or older),3,198.07945,15
490,4034935,"5 More than $100,000",Autos = Adults (18 yrs or older),1,163.538795,12
491,4034992,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,74.59825500000001,4
492,4035005,"5 More than $100,000",Autos > Adults (18 yrs or older),2,71.144475,7
493,4035010,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),2,49.81617,19
494,4035032,na,Autos < Adults (18 yrs or older),2,74.7304,15
495,4035055,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,293.42275,2
496,4035111,"1 Less than $20,000",Autos = Adults (18 yrs or older),2,105.599905,10
497,4035130,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,185.06073,9
498,4035135,"5 More than $100,000",Autos = Adults (18 yrs or older),2,87.0972,4
499,4035232,"5 More than $100,000",Autos = Adults (18 yrs or older),3,168.20351000000002,10
500,4035246,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),3,176.34593,11
501,4035260,"5 More than $100,000",Autos = Adults (18 yrs or older),2,1403.87615,6
502,4035266,"5 More than $100,000",0,1,163.538795,9
503,4035286,"5 More than $100,000",Autos = Adults (18 yrs or older),2,71.144475,22
504,4035288,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),1,113.27288,3
505,4035290,"5 More than $100,000",Autos > Adults (18 yrs or older),2,43.5486,22
506,4035324,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,68.179815,13
507,4035384,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,33.880395,20
508,4035446,na,Autos < Adults (18 yrs or older),2,1546.87236,2
509,4035461,"5 More than $100,000",Autos > Adults (18 yrs or older),4,430.77013,21
510,4035487,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,184.64463999999998,11
511,4035576,"2 $20,000 - $34,999",Autos < Adults (18 yrs or older),2,1222.643985,8
512,4035578,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,61.95995500000001,20
513,4035610,na,Autos = Adults (18 yrs or older),2,1847.1293699999999,5
514,4035619,"4 $60,000 -  $99,999",Autos < Adults (18 yrs or older),4,153.94638500000002,50
515,4035660,"5 More than $100,000",Autos < Adults (18 yrs or older),6,223.210635,64
516,4035798,"5 More than $100,000",Autos = Adults (18 yrs or older),3,164.66001,21
517,4035881,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),1,88.06291999999999,4
518,4035903,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),2,78.40897,2
519,4035994,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),4,591.44054,21
520,4035995,"5 More than $100,000",Autos = Adults (18 yrs or older),2,70.49215,8
521,4036052,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),3,274.800975,13
522,4036066,na,Autos < Adults (18 yrs or older),2,75.59193499999999,28
523,4036079,na,Autos > Adults (18 yrs or older),3,178.3358,20
524,4036087,"5 More than $100,000",Autos = Adults (18 yrs or older),2,88.97348000000001,15
525,4036115,"5 More than $100,000",Autos = Adults (18 yrs or older),4,177.0444,16
526,4036216,"5 More than $100,000",Autos = Adults (18 yrs or older),4,285.85571,16
527,4036280,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,155.03841,2
528,4036305,"4 $60,000 -  $99,999",Autos < Adults (18 yrs or older),3,141.040225,40
529,4036310,"5 More than $100,000",Autos = Adults (18 yrs or older),3,70.77928,17
530,4036322,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),5,273.92436499999997,22
531,4036353,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,67.054215,9
532,4036371,na,Autos = Adults (18 yrs or older),1,18.61788,6
533,4036423,"5 More than $100,000",Autos < Adults (18 yrs or older),3,145.67436999999998,10
534,4036480,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),5,441.055505,21
535,4036490,"2 $20,000 - $34,999",Autos = Adults (18 yrs or older),1,57.83975,5
536,4036536,"5 More than $100,000",Autos = Adults (18 yrs or older),4,133.932275,38
537,4036600,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,149.19651000000002,5
538,4036620,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,92.530365,16
539,4036624,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),2,167.73702,10
540,4036625,"5 More than $100,000",Autos < Adults (18 yrs or older),3,168.20351000000002,12
541,4036660,"5 More than $100,000",Autos > Adults (18 yrs or older),2,8776.7567,5
542,4036725,"5 More than $100,000",Autos = Adults (18 yrs or older),3,64.340785,46
543,4036773,"1 Less than $20,000",Autos = Adults (18 yrs or older),1,290.91695,4
544,4036788,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),1,113.27288,3
545,4036824,"3 $35,000 - $59,999",Autos < Adults (18 yrs or older),3,221.36553999999998,25
546,4036863,na,Autos > Adults (18 yrs or older),3,164.66001,17
547,4036883,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),1,32.422779999999996,10
548,4036886,"3 $35,000 - $59,999",Autos < Adults (18 yrs or older),3,489.70311,9
549,4036938,"1 Less than $20,000",0,1,863.0013949999999,4
550,4036967,"5 More than $100,000",Autos < Adults (18 yrs or older),6,223.210635,36
551,4037004,"5 More than $100,000",Autos < Adults (18 yrs or older),2,55.93713,9
552,4037006,"1 Less than $20,000",0,1,189.87281000000002,2
553,4037016,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),1,46.500845,10
554,4037061,"5 More than $100,000",Autos = Adults (18 yrs or older),2,28.00882,19
555,4037076,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,34.069155,17
556,4037105,"5 More than $100,000",Autos = Adults (18 yrs or older),3,217.97168,7
557,4037112,na,Autos < Adults (18 yrs or older),3,80.597565,23
558,4037157,"2 $20,000 - $34,999",Autos > Adults (18 yrs or older),1,278.23283,4
559,4037349,na,Autos < Adults (18 yrs or older),4,325.55715,13
